NCBI Genome Submission ID	NCBI BioSample Submission ID	Genome (MAG Identifier)	TaxAss-kingdom	TaxAss-phylum	TaxAss-class	TaxAss-order	TaxAss-lineage	TaxAss-clade	TaxAss-tribe	Congruent Taxonomy	Candidate phyla	DPANN	Domain	Number of MAG in cluster dRep	Completeness DasTool	Contamination DasTool	Taxonomy GTDB-Tk	Taxonomy NCBI	Strain name	Genome completeness CheckM	Genome contamination CheckM	Strain heterogeneity CheckM	16S rRNA phylogeny CheckM	Number of ambiguous bases	Number of contigs	Number of  predicted genes	Number of scaffolds	Coding density	GC	GC std	Genome size (bp)	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs
VHBQ00000000	SAMN10966977	M_DeepCast_65m_m1_262	Bacteria(100)	Gemmatimonadetes(100)	Gemmatimonadetes(100)	Gemmatimonadales(100)	Gemmatimonadaceae(100)	unclassified	unclassified	Gemmatimonadetes			Bacteria	5	90.2	3.92	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__;f__Gemmatimonadaceae;g__;s__	Gemmatimonadaceae bacterium M_DeepCast_65m_m1_262 [Family]	85.71	1.1	0	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium	0	159	2748	159	0.920	0.69	0	2986908	155751	155751	18786	18786	41325	41325	11	39	0	0	0	0	39
VGVV00000000	SAMN10966825	M_surface_10_mx_236								Ignavibacteria			Bacteria	22	100	0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	Bacteroidota bacterium M_surface_10_mx_236 [Phylum]	96.99	4.46	0		0	189	2399	189	0.949	0.51	0	2671855	479317	479317	14137	14137	411975	411975	11	44	0	0	0	0	44
VGVW00000000	SAMN10966826	K_Offshore_0m_mx_139	Bacteria(100)	Cyanobacteria(100)	Oxyphotobacteria(100)	Synechococcales(81)	Cyanobiaceae(80)	unclassified	unclassified	Ignavibacteria			Bacteria	24	98.04	1.96	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	Bacteroidota bacterium K_Offshore_0m_mx_139 [Phylum]	93.72	0.56	50		0	117	1896	117	0.945	0.41	0	2188896	309154	309154	18709	18709	71342	71342	11	40	0	0	0	1	41
VGVX00000000	SAMN10966827	K_DeepCast_100m_m2_118	Bacteria(100)	Bacteroidetes(100)	Ignavibacteria(100)	Ignavibacteriales(100)	SM1H02(100)	unclassified	unclassified	Ignavibacteria			Bacteria	9	100	0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__;f__;g__;s__	Ignavibacteria bacterium K_DeepCast_100m_m2_118 [Class]	92.06	1.64	0	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;SM1H02;uncultured Chlorobi bacterium	0	162	2741	162	0.918	0.36	0	2984218	143942	143942	18421	18421	33518	33518	11	45	0	0	2	1	48
VGVY00000000	SAMN10966828	K_DeepCast_100m_m2_176	Bacteria(100)	Bacteroidetes(100)	Ignavibacteria(100)	Ignavibacteriales(100)	SR-FBR-L83(100)	unclassified	unclassified	Ignavibacteria			Bacteria	9	100	5.26	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__	Melioribacteraceae bacterium K_DeepCast_100m_m2_176 [Family]	96.37	0.56	0	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;SR-FBR-L83;uncultured bacterium	0	187	2560	187	0.935	0.33	0	2745004	156128	156128	14679	14679	24182	24182	11	41	0	0	0	1	42
VGWH00000000	SAMN10966837	M_DeepCast_200m_m2_127								Lentisphaerae			Bacteria	2	49.02	1.96	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Kiritimatiellae bacterium M_DeepCast_200m_m2_127 [Class]	32.27	0	0		0	356	957	356	0.934	0.65	0	845305	6598	6598	2374	2374	2384	2384	11	6	0	0	0	0	6
VGVZ00000000	SAMN10966829	K_DeepCast_100m_m2_316	Bacteria(100)	Bacteroidetes(100)	Ignavibacteria(100)	Kryptoniales(100)	BSV26(100)	unclassified	unclassified	Ignavibacteria			Bacteria	9	98.04	0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	Bacteroidota bacterium K_DeepCast_100m_m2_316 [Phylum]	97.8	1.09	50	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;BSV26;uncultured bacterium	0	60	2830	60	0.905	0.54	0	3206051	234227	234227	53434	53434	89144	89144	11	47	0	0	0	0	47
VGWA00000000	SAMN10966830	K_DeepCast_250m_m1_364	Bacteria(100)	Bacteroidetes(100)	Ignavibacteria(100)	SJA-28(100)	unclassified	unclassified	unclassified	Ignavibacteria			Bacteria	5	100	2.63	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__;f__;g__;s__	Ignavibacteria bacterium K_DeepCast_250m_m1_364 [Class]	90.71	3.28	83.33	Bacteria;Chlorobi;Chlorobia;Chlorobiales;SJA-28;uncultured bacterium	0	273	2471	273	0.907	0.35	0	2701102	69994	69994	9894	9894	18649	18649	11	40	0	0	0	1	41
VGWB00000000	SAMN10966831	M_DeepCast_400m_m2_062	Bacteria(100)	Bacteroidetes(100)	Ignavibacteria(100)	Kryptoniales(100)	BSV26(100)	unclassified	unclassified	Ignavibacteria			Bacteria	6	100	2.63	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	Bacteroidota bacterium M_DeepCast_400m_m2_062 [Phylum]	95.06	3.48	62.5	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;BSV26;uncultured bacterium	0	376	3646	376	0.895	0.55	0	3970196	72794	72794	10559	10559	15732	15732	11	48	0	1	0	0	49
VGWC00000000	SAMN10966832	M_DeepCast_65m_m1_282	Bacteria(100)	Bacteroidetes(99)	Ignavibacteria(95)	Ignavibacteriales(89)	unclassified	unclassified	unclassified	Ignavibacteria			Bacteria	3	98.04	7.89	d__Bacteria;p__Bacteroidota;c__UBA10030;o__;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	Bacteroidota bacterium M_DeepCast_65m_m1_282 [Phylum]	93.59	2.19	40	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;BSV26;uncultured bacterium	0	157	2361	157	0.916	0.39	0	2541165	86224	86224	16186	16186	29930	29930	11	44	0	0	0	0	44
VGWD00000000	SAMN10966833	K_Offshore_80m_m2_224								Ignavibacteria			Bacteria	24	98.04	1.96	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__;g__;s__	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	Bacteroidota bacterium K_Offshore_80m_m2_224 [Phylum]	95.9	0.87	66.67		0	61	1921	61	0.948	0.41	0	2256930	268706	268706	36999	36999	67238	67238	11	37	0	0	0	0	37
VGWE00000000	SAMN10966834	K_DeepCast_100m_m2_241	Bacteria(100)	Kiritimatiellaeota(100)	Kiritimatiellae(100)	Kiritimatiellales(100)	Kiritimatiellaceae(100)	MSBL3(100)	unclassified	Kirimatiellacea			Bacteria	1	68.63	3.92	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	Kiritimatiellales bacterium K_DeepCast_100m_m2_241 [Order]	54.86	1.38	0	Bacteria;Verrucomicrobia;MSBL3;uncultured bacterium	0	469	1663	469	0.904	0.51	0	1492328	13691	13691	3182	3182	3580	3580	11	25	0	0	0	0	25
VGWF00000000	SAMN10966835	K_DeepCast_100m_m2_028	Bacteria(100)	Kiritimatiellaeota(100)	Kiritimatiellae(100)	WCHB1-41(99)	unclassified	unclassified	unclassified	Lentisphaerae			Bacteria	8	96.08	0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Kiritimatiellae bacterium K_DeepCast_100m_m2_028 [Class]	96.11	4.65	33.33	Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium	0	289	3944	289	0.905	0.71	0	5126434	128644	128644	17739	17739	31359	31359	11	45	0	1	0	2	48
VGWG00000000	SAMN10966836	M_DeepCast_200m_m2_085	Bacteria(100)	Kiritimatiellaeota(100)	Kiritimatiellae(100)	WCHB1-41(100)	unclassified	unclassified	unclassified	Lentisphaerae			Bacteria	3	98.04	0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Kiritimatiellae bacterium M_DeepCast_200m_m2_085 [Class]	93.24	1.38	0	Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium	0	218	2633	218	0.915	0.63	0	3169171	83020	83020	14537	14537	26085	26085	11	47	0	0	0	0	47
VGWI00000000	SAMN10966838	K_DeepCast_250m_m2_056	Bacteria(100)	Kiritimatiellaeota(100)	Kiritimatiellae(100)	WCHB1-41(100)	unclassified	unclassified	unclassified	Lentisphaerae			Bacteria	6	96.08	3.92	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Kiritimatiellae bacterium K_DeepCast_250m_m2_056 [Class]	91.89	4.73	11.11	Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium	0	243	2781	243	0.922	0.63	0	3075852	151353	151353	12658	12658	26623	26623	11	48	0	0	1	3	52
VGWJ00000000	SAMN10966839	M_DeepCast_400m_m2_230	Bacteria(100)	Kiritimatiellaeota(100)	Kiritimatiellae(100)	WCHB1-41(100)	unclassified	unclassified	unclassified	Lentisphaerae			Bacteria	7	94.12	0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Kiritimatiellae bacterium M_DeepCast_400m_m2_230 [Class]	93.92	0.68	0	Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium	0	145	2768	145	0.913	0.68	0	3237298	108761	108761	22326	22326	39054	39054	11	49	0	1	0	1	51
VGWX00000000	SAMN10966854	K_DeepCast_150m_m2_200								Nitrospirae			Bacteria	3	98.04	7.89	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium K_DeepCast_150m_m2_200 [Phylum]	95.45	6.72	15.79	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured Nitrospirae bacterium	0	216	2928	216	0.888	0.43	0	2895502	123569	123569	13405	13405	28529	28529	11	41	0	1	1	0	43
VGWY00000000	SAMN10966855	M_DeepCast_200m_m2_046								Nitrospirae			Bacteria	2	96.08	5.26	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium M_DeepCast_200m_m2_046 [Phylum]	94.32	3.64	0	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured Nitrospiraceae bacterium	0	351	2871	351	0.878	0.41	0	2603465	39425	39425	7417	7417	10571	10571	11	38	0	1	0	2	41
VGWZ00000000	SAMN10966856	K_DeepCast_250m_m1_045								Nitrospirae			Bacteria	6	96.08	5.26	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium K_DeepCast_250m_m1_045 [Phylum]	92.73	0.91	0	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured Nitrospirae bacterium	0	305	2284	305	0.876	0.40	0	2011147	31992	31992	6594	6594	9201	9201	11	40	0	0	0	1	41
VGXA00000000	SAMN10966857	K_DeepCast_300m_m2_067								Nitrospirae			Bacteria	4	76.47	3.92	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium K_DeepCast_300m_m2_067 [Phylum]	58.01	3.99	66.67		0	269	978	269	0.915	0.45	0	802606	8293	8293	2984	2984	3248	3248	11	11	0	0	0	0	11
VGXB00000000	SAMN10966858	M_DeepCast_50m_m2_151								Nitrospirae			Bacteria	14	94.12	5.88	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__Nitrospira;s__	Nitrospira sp. M_DeepCast_50m_m2_151 [Genus]	96.82	4.22	28.57	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured bacterium	0	83	2171	83	0.873	0.56	0	1979228	138180	138180	23846	23846	45005	45005	11	44	0	0	0	1	45
VGXC00000000	SAMN10966859	M_DeepCast_65m_m2_155								Nitrospirae			Bacteria	4	98.04	0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium M_DeepCast_65m_m2_155 [Phylum]	96.76	2.73	0		0	89	3178	89	0.900	0.62	0	3193853	187511	187511	35886	35886	71608	71608	11	43	0	0	0	1	44
VGXD00000000	SAMN10966860	M_DeepCast_65m_m2_186								Nitrospirae			Bacteria	1	84.31	5.26	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium M_DeepCast_65m_m2_186 [Phylum]	86.81	2.73	0		0	398	2547	398	0.884	0.62	0	2290438	38756	38756	5755	5755	7617	7617	11	37	0	0	0	1	38
VGXE00000000	SAMN10966861	M_DeepCast_65m_mx_150	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	unclassified	unclassified	unclassified	unclassified	Nitrospirae			Bacteria	14	98.04	3.92	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__Nitrospira;s__	Nitrospira sp. M_DeepCast_65m_mx_150 [Genus]	96.82	5.78	20	Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium	0	204	2969	204	0.882	0.58	0	2726204	128992	128992	13364	13364	30264	30264	11	52	0	0	0	2	54
VGXF00000000	SAMN10966862	K_Offshore_80m_m2_040								Nitrospirae			Bacteria	19	98.04	0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium K_Offshore_80m_m2_040 [Phylum]	94.09	3.92	0	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured bacterium	0	33	1763	33	0.902	0.60	0	1719115	316547	316547	52094	52094	118385	118385	11	43	0	0	0	1	44
VGXG00000000	SAMN10966863	K_Offshore_80m_m2_121								Nitrospirae			Bacteria	13	96.08	0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	Nitrospirota bacterium K_Offshore_80m_m2_121 [Phylum]	98.12	2.78	0		0	97	2451	97	0.872	0.62	0	2337642	144247	144247	24099	24099	47174	47174	11	41	0	0	1	2	44
VGYE00000000	SAMN10966887	M_DeepCast_200m_m1_014								Phycisphaerae			Bacteria	1	50.98	5.26	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	Planctomycetota bacterium M_DeepCast_200m_m1_014 [Phylum]	49.82	9.09	0		0	1050	2622	1050	0.897	0.72	0	2358604	9071	9071	2246	2246	2204	2204	11	15	0	1	0	1	17
VGYO00000000	SAMN10966897	K_DeepCast_35m_m1_102								Phycisphaerae			Bacteria	14	52.94	1.96	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium K_DeepCast_35m_m1_102 [Family]	40.38	0	0		0	288	862	288	0.950	0.64	0	737578	13654	13654	2561	2561	2629	2629	11	13	0	0	0	0	13
VGXJ00000000	SAMN10966866	M_surface_10_m1_294	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	CL500-3(87)	unclassified	Phycisphaerae			Bacteria	22	94.12	2.63	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium M_surface_10_m1_294 [Family]	85.8	4.72	66.67	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium	0	385	2060	385	0.933	0.67	0	2079747	33297	33297	5402	5402	7059	7059	11	32	0	0	0	0	32
VGXK00000000	SAMN10966867	K_Offshore_120m_m2_041	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	CL500-3(100)	unclassified	Phycisphaerae			Bacteria	2	88.24	7.84	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium K_Offshore_120m_m2_041 [Family]	88.12	4.65	37.5	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium	0	630	2756	630	0.920	0.69	0	2858327	38200	38200	4537	4537	5693	5693	11	38	0	0	0	0	38
VGZK00000000	SAMN10966919	K_Offshore_surface_m1_005								Phycisphaerae			Bacteria	2	66.67	11.76	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium K_Offshore_surface_m1_005 [Family]	49.56	5.17	0		0	804	2291	804	0.903	0.65	0	2028370	11848	11848	2523	2523	2549	2549	11	13	0	0	0	1	14
VGZM00000000	SAMN10966921	K_Offshore_surface_m2_216								Phycisphaerae			Bacteria	2	45.1	2.63	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium K_Offshore_surface_m2_216 [Family]	39.74	0	0		0	289	1059	289	0.937	0.72	0	929742	10856	10856	3217	3217	3495	3495	11	20	0	0	1	0	21
VFYW00000000	SAMN10966226	M_DeepCast_100m_m2_158	Bacteria(100)	Proteobacteria(100)	Alphaproteobacteria(100)	Rhodobacterales(100)	Rhodobacteraceae(100)	Gemmobacter(100)	unclassified	Planctomycetes			Bacteria	3	70.59	9.8	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__	Pirellulales bacterium M_DeepCast_100m_m2_158 [Order]	46.11	3.76	0	Bacteria;Proteobacteria;Gammaproteobacteria;HTA4;uncultured bacterium	0	949	3103	949	0.887	0.58	0	2739487	23980	23980	2887	2887	3030	3030	11	30	0	0	0	0	30
VGXP00000000	SAMN10966872	M_surface_7_m1_301	Bacteria(100)	Planctomycetes(100)	Planctomycetacia(100)	Planctomycetales(100)	Rubinisphaeraceae(100)	unclassified	unclassified	Planctomycetes			Bacteria	22	70.59	0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA10327;s__	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__;g__;s__	Planctomycetes bacterium M_surface_7_m1_301 [Class]	47.12	0.13	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;uncultured bacterium	0	11	1498	11	0.883	0.58	0	1857156	552063	552063	168832	168832	520485	520485	11	21	0	0	0	0	21
VGXQ00000000	SAMN10966873	M_surface_8_m1_183								Planctomycetes			Bacteria	4	72.55	23.53	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__	Pirellulales bacterium M_surface_8_m1_183 [Order]	52	10.81	33.33		0	1204	3042	1204	0.911	0.70	0	2596402	7806	7806	2156	2156	2121	2121	11	11	0	0	0	0	11
VGXL00000000	SAMN10966868	M_DeepCast_65m_m2_009	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	CL500-3(92)	unclassified	Phycisphaerae			Bacteria	1	94.12	2.63	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium M_DeepCast_65m_m2_009 [Family]	96.32	1.14	100	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium	0	170	2143	170	0.938	0.65	0	2422312	89428	89428	14249	14249	21181	21181	11	47	0	0	0	0	47
VGXT00000000	SAMN10966876	K_DeepCast_100m_m1_029	Bacteria(92)	Planctomycetes(89)	Phycisphaerae(89)	MSBL9(88)	unclassified	unclassified	unclassified	Planctomycetes			Bacteria	1	66.67	7.84	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__;f__;g__;s__	Phycisphaerae bacterium K_DeepCast_100m_m1_029 [Class]	65.11	13.64	14.29		0	732	2243	732	0.884	0.50	0	1831718	10701	10701	2502	2502	2512	2512	11	23	0	0	0	0	23
VGXM00000000	SAMN10966869	M_DeepCast_65m_mx_077	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	SM1A02(100)	unclassified	Phycisphaerae			Bacteria	4	96.08	5.26	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium M_DeepCast_65m_mx_077 [Family]	97.73	0	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium	0	104	2654	104	0.892	0.72	0	3144079	217715	217715	30232	30232	73273	73273	11	46	0	0	0	0	46
VGXN00000000	SAMN10966870	M_DeepCast_65m_mx_236								Phycisphaerae			Bacteria	14	92.16	5.88	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium M_DeepCast_65m_mx_236 [Family]	92.8	2.27	0		0	228	1890	228	0.939	0.63	0	1996029	90680	90680	8755	8755	22352	22352	11	42	0	0	0	0	42
VGXO00000000	SAMN10966871	K_Offshore_80m_m2_006	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	CL500-3(100)	unclassified	Phycisphaerae			Bacteria	19	96.08	5.26	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium K_Offshore_80m_m2_006 [Family]	98.86	2.94	75	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured marine bacterium	0	136	2664	136	0.892	0.71	0	3233085	159880	159880	23773	23773	42290	42290	11	45	0	0	0	1	46
VGXR00000000	SAMN10966874	M_surface_10_m2_213	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	CL500-3(100)	unclassified	Phycisphaerae			Bacteria	10	96.08	5.26	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium M_surface_10_m2_213 [Family]	97.73	1.14	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium	0	152	2427	152	0.929	0.71	0	2775919	117260	117260	18263	18263	38683	38683	11	46	0	0	0	0	46
VGYB00000000	SAMN10966884	K_Offshore_120m_m2_148	Bacteria(100)	Planctomycetes(100)	Phycisphaerae(100)	Phycisphaerales(100)	Phycisphaeraceae(100)	CL500-3(90)	unclassified	Phycisphaerae			Bacteria	12	96.08	0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	SM1A02 bacterium K_Offshore_120m_m2_148 [Family]	96.21	0	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium	0	87	2028	87	0.937	0.67	0	2355203	218469	218469	27071	27071	44785	44785	11	44	0	0	0	1	45
