NCBI Genome Submission ID,NCBI BioSample Submission ID,Genome (MAG Identifier),Genome completeness (CheckM),Genome contamination (CheckM),Manual Taxonomy,Taxonomy (GTDB-tk),Comparison of Manual Taxonomy (16RP) and GTDB-tk,Candidate phyla,DPANN,Domain,Number of MAG in cluster (dRep),Completeness (DasTool),Contamination (DasTool),TaxAss-kingdom,TaxAss-phylum,TaxAss-class,TaxAss-order,TaxAss-lineage,TaxAss-clade,TaxAss-tribe,Taxonomy (NCBI),Strain name,16S rRNA phylogeny (CheckM),Number of contigs,Number of  predicted genes,Number of scaffolds,Coding density,GC,Genome size (bp),Longest contig,Longest scaffold,Mean contig length,Mean scaffold length,N50 (contigs),N50 (scaffolds),Translation table,tRNAs decoding Standard 20 AA,Selenocysteine tRNAs,Possible suppressor tRNAs,tRNAs with undetermined/unknown isotypes,Predicted pseudogenes,Total tRNAs
VGYW00000000,SAMN10966905,M_DeepCast_400m_m2_341,92.05,6.4,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Match,,,Bacteria,5,96.08,5.26,Bacteria(100),Planctomycetes(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_400m_m2_341 [Phylum],Bacteria;Planctomycetes;OM190;uncultured planctomycete,883,7317,883,0.861,0.67,9051830,68799,68799,10251,10251,16155,16155,11,53,0,2,1,2,58
VGYY00000000,SAMN10966907,M_DeepCast_50m_m2_133,93.18,3.41,Planctomycetes,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Match,,,Bacteria,4,90.2,1.96,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_50m_m2_133 [Phylum],,470,3702,470,0.924,0.72,4213644,51659,51659,8965,8965,13361,13361,11,45,0,1,0,1,47
VGYZ00000000,SAMN10966908,M_DeepCast_50m_m2_137,94.09,5.38,Planctomycetes,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__,Match,,,Bacteria,5,94.12,5.26,Bacteria(100),Planctomycetes(100),OM190(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_50m_m2_137 [Phylum],Bacteria;Planctomycetes;OM190;uncultured Planctomycetales bacterium,162,3189,162,0.924,0.70,3781464,138748,138748,23342,23342,42193,42193,11,43,0,0,0,0,43
VGZA00000000,SAMN10966909,K_DeepCast_65m_m1_055,96.48,0,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Match,,,Bacteria,8,90.2,2.63,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Pirellulales(100),Pirellulaceae(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Pirellulaceae bacterium K_DeepCast_65m_m1_055 [Family],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,141,4510,141,0.899,0.61,5850178,314275,314275,41491,41491,78917,78917,11,46,0,0,0,1,47
VGZB00000000,SAMN10966910,M_DeepCast_65m_m1_287,80.11,2.27,Planctomycetes,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Match,,,Bacteria,1,92.16,3.92,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_65m_m1_287 [Phylum],,701,2653,701,0.921,0.73,2453851,21060,21060,3501,3501,3970,3970,11,38,0,1,0,0,39
VGZC00000000,SAMN10966911,M_DeepCast_65m_m2_011,98.78,0,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Match,,,Bacteria,2,92.16,2.63,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Pirellulales(100),Pirellulaceae(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Pirellulaceae bacterium M_DeepCast_65m_m2_011 [Family],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,100,3942,100,0.893,0.65,5244649,219570,219570,52446,52446,82312,82312,11,48,0,0,0,1,49
VGZD00000000,SAMN10966912,M_DeepCast_65m_m2_061,96.02,4.55,Planctomycetes,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__,Match,,,Bacteria,5,92.16,2.63,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_65m_m2_061 [Phylum],,232,3350,232,0.925,0.70,3987901,122577,122577,17189,17189,31975,31975,11,41,0,1,0,0,42
VGZE00000000,SAMN10966913,M_DeepCast_65m_m2_181,90.32,8.06,Planctomycetes,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__,Match,,,Bacteria,4,94.12,0,Bacteria(100),Planctomycetes(100),OM190(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_65m_m2_181 [Phylum],Bacteria;Planctomycetes;OM190;uncultured bacterium,389,3597,389,0.929,0.70,3976122,95142,95142,10221,10221,17781,17781,11,39,0,1,0,1,41
VGZG00000000,SAMN10966915,K_Offshore_80m_m1_186,97.73,1.7,Planctomycetes,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__,Match,,,Bacteria,12,96.08,2.63,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium K_Offshore_80m_m1_186 [Phylum],,182,3065,182,0.925,0.72,3576554,148060,148060,19651,19651,40844,40844,11,45,0,1,0,0,46
VGZH00000000,SAMN10966916,K_Offshore_80m_m2_029,99.87,2.25,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__,Match,,,Bacteria,18,86.27,2.63,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Planctomycetales(100),unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__;g__;s__,Planctomycetes bacterium K_Offshore_80m_m2_029 [Class],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;uncultured Planctomyces sp.,213,4498,213,0.896,0.59,5763428,119739,119739,27058,27058,50230,50230,11,66,0,1,0,2,69
VGZI00000000,SAMN10966917,K_Offshore_80m_m2_128,95.45,3.41,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__,Match,,,Bacteria,4,90.2,1.96,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Gemmatales(100),Gemmataceae(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__Gemmataceae;g__;s__,Gemmataceae bacterium K_Offshore_80m_m2_128 [Family],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,372,5760,372,0.877,0.60,6697954,128681,128681,18005,18005,29351,29351,11,59,0,1,0,1,61
VGZJ00000000,SAMN10966918,K_Offshore_80m_m2_185,92.95,3.41,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__,Match,,,Bacteria,1,92.16,3.92,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Gemmatales(100),Gemmataceae(100),Gemmata(100),unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__Gemmataceae;g__;s__,Gemmataceae bacterium K_Offshore_80m_m2_185 [Family],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata;uncultured bacterium,590,5986,590,0.889,0.68,6812147,71526,71526,11546,11546,18240,18240,11,73,0,1,0,6,80
VGZL00000000,SAMN10966920,K_Offshore_surface_m1_204,74.47,2.15,Planctomycetes,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__,Match,,,Bacteria,1,68.63,3.92,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium K_Offshore_surface_m1_204 [Phylum],,1063,3706,1063,0.910,0.72,3538417,14613,14613,3329,3329,3805,3805,11,35,0,0,0,0,35
VGZN00000000,SAMN10966922,K_Offshore_surface_mx_130,92.87,3.38,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Match,,,Bacteria,2,90.2,5.88,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Pirellulales(100),Pirellulaceae(100),Pirellula(100),unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Pirellulaceae bacterium K_Offshore_surface_mx_130 [Family],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;bacterium enrichment culture clone B70(2011),1143,5586,1143,0.895,0.53,6077677,46012,46012,5317,5317,8465,8465,11,46,0,0,0,4,50
VGZO00000000,SAMN10966923,K_Offshore_surface_mx_256,95.4,2.3,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__,Match,,,Bacteria,13,96.08,0,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Pirellulales(100),Pirellulaceae(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__,Pirellulales bacterium K_Offshore_surface_mx_256 [Order],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,162,3586,162,0.900,0.71,4466139,211450,211450,27569,27569,75308,75308,11,44,0,0,0,1,45
VHBH00000000,SAMN10966968,K_DeepCast_100m_mx_034,98.71,1.94,Thaumarchaeota,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__,"Not a match, Thaumarchaeota are named Crenarchaeota (old naming?)",,,Archaea,24,97.37,0,Archaea(100),Thaumarchaeota(100),Nitrososphaeria(100),Nitrosopumilales(100),Nitrosopumilaceae(100),Candidatus_Nitrosotenuis(100),unclassified,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__,Nitrosotenuis sp. K_DeepCast_100m_mx_034 [Genus],Archaea;Thaumarchaeota;Marine Group I;Candidatus Nitrosotenuis sp. AQ6f,32,1450,32,0.900,0.41,1235755,357259,357259,38617,38617,172085,172085,11,44,0,0,0,1,45
VHBJ00000000,SAMN10966970,M_DeepCast_50m_m1_060,55.83,2.59,Thaumarchaeota,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__,"Not a match, Thaumarchaeota are named Crenarchaeota (old naming?)",,,Archaea,2,52.63,1.96,,,,,,,,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__,Nitrosopumilaceae archaeon M_DeepCast_50m_m1_060 [Family],,232,1512,232,0.921,0.36,1154514,41589,41589,4976,4976,6632,6632,11,19,0,0,1,1,21
VHBK00000000,SAMN10966971,M_DeepCast_65m_m1_070,94.01,1.94,Thaumarchaeota,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__,"Not a match, Thaumarchaeota are named Crenarchaeota (old naming?)",,,Archaea,4,86.84,3.92,,,,,,,,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__,Nitrosotenuis sp. M_DeepCast_65m_m1_070 [Genus],,64,1637,64,0.919,0.41,1306115,117334,117334,20408,20408,35314,35314,11,39,0,0,0,1,40
VHBL00000000,SAMN10966972,K_DeepCast_65m_m2_187,98.06,1.94,Thaumarchaeota,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__,"Not a match, Thaumarchaeota are named Crenarchaeota (old naming?)",,,Archaea,6,100,1.96,Archaea(100),Thaumarchaeota(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__,Nitrososphaerales archaeon K_DeepCast_65m_m2_187 [Order],Archaea;Thaumarchaeota;AK56;uncultured archaeon,11,1732,11,0.906,0.45,1546437,1011907,1011907,140585,140585,1011907,1011907,11,40,0,0,3,3,46
VHBM00000000,SAMN10966973,K_Offshore_80m_m1_039,90.13,1.94,Thaumarchaeota,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__,"Not a match, Thaumarchaeota are named Crenarchaeota (old naming?)",,,Archaea,16,86.84,5.26,,,,,,,,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__,Nitrosopumilaceae archaeon K_Offshore_80m_m1_039 [Family],,101,1379,101,0.923,0.37,1087139,54154,54154,10764,10764,20016,20016,11,37,0,0,0,1,38
VHBN00000000,SAMN10966974,K_Offshore_80m_m2_203,50.19,1.94,Thaumarchaeota,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__,"Not a match, Thaumarchaeota are named Crenarchaeota (old naming?)",,,Archaea,10,52.63,2.63,Archaea(98),Thaumarchaeota(97),Nitrososphaeria(97),Nitrosopumilales(91),Nitrosopumilaceae(91),unclassified,unclassified,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__,Nitrosopumilaceae archaeon K_Offshore_80m_m2_203 [Family],,49,854,49,0.917,0.37,660113,90271,90271,13472,13472,27707,27707,11,27,0,0,1,1,29
VHCM00000000,SAMN10966999,M_surface_10_m2_023,93.27,0.68,Verrucomicrobia V1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__,Match,,,Bacteria,7,92.16,1.96,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Rubritaleaceae(100),Luteolibacter(100),unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__,Akkermansiaceae bacterium M_surface_10_m2_023 [Family],Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured;uncultured bacterium,189,2061,189,0.913,0.64,2273383,98044,98044,12028,12028,20156,20156,11,45,0,0,0,1,46
VHCR00000000,SAMN10967004,K_DeepCast_35m_m1_007,85.36,1.01,Verrucomicrobia V2,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__,Match,,,Bacteria,3,94.12,5.88,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Chthoniobacterales(100),Terrimicrobiaceae(100),FukuN18_freshwater_group(100),unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__,Chthoniobacterales bacterium K_DeepCast_35m_m1_007 [Order],Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;FukuN18 freshwater group;uncultured bacterium,350,1895,350,0.889,0.44,1797839,23636,23636,5137,5137,6481,6481,11,33,0,0,0,0,33
VHCG00000000,SAMN10966993,K_DeepCast_0m_m1_144,97.32,0.71,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Match,,,Bacteria,22,92.16,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_DeepCast_0m_m1_144 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured Verrucomicrobia subdivision 3 bacterium,124,3221,124,0.904,0.65,3923443,228427,228427,31641,31641,60187,60187,11,46,0,0,0,1,47
VHCN00000000,SAMN10967000,K_Offshore_120m_m2_058,94.59,2.03,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Match,,,Bacteria,5,96.08,1.96,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(85),Pedosphaeraceae(85),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_Offshore_120m_m2_058 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium,149,3205,149,0.918,0.66,3610658,185619,185619,24233,24233,40962,40962,11,47,0,0,0,5,52
VHCO00000000,SAMN10967001,K_DeepCast_150m_m2_164,97.06,5.54,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,Match,,,Bacteria,7,96.08,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(99),Pedosphaeraceae(99),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_DeepCast_150m_m2_164 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured Verrucomicrobiae bacterium,554,6809,554,0.884,0.65,8578532,87989,87989,15485,15485,25921,25921,11,45,0,0,0,2,47
VHCP00000000,SAMN10967002,M_DeepCast_200m_mx_295,74.73,9.72,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Match,,,Bacteria,3,62.75,3.92,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium M_DeepCast_200m_mx_295 [Class],,2439,6355,2439,0.875,0.64,6093942,31182,31182,2499,2499,2869,2869,11,35,0,0,0,3,38
VHCT00000000,SAMN10967006,K_DeepCast_35m_m2_191,96.6,2.87,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Match,,,Bacteria,24,94.12,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_DeepCast_35m_m2_191 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium,393,3048,393,0.907,0.61,3405761,60288,60288,8666,8666,12892,12892,11,43,0,0,0,1,44
VHCX00000000,SAMN10967010,K_Offshore_40m_m1_220,98.65,2.7,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Match,,,Bacteria,22,94.12,2.63,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_Offshore_40m_m1_220 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium,183,3123,183,0.900,0.69,3825547,149119,149119,20905,20905,42488,42488,11,46,0,0,1,0,47
VHCZ00000000,SAMN10967012,M_DeepCast_65m_m2_001,98.99,4.73,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,Match,,,Bacteria,13,96.08,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium M_DeepCast_65m_m2_001 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium,460,5885,460,0.853,0.60,6672056,108403,108403,14504,14504,21072,21072,11,42,0,1,0,2,45
VHDA00000000,SAMN10967013,M_DeepCast_65m_m2_010,63.9,5.2,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__,Match,,,Bacteria,1,64.71,7.84,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__,Opitutus sp. M_DeepCast_65m_m2_010 [Genus],,1823,5626,1823,0.881,0.67,5477827,17186,17186,3005,3005,3211,3211,11,38,0,0,0,3,41
VHDE00000000,SAMN10967017,K_Offshore_80m_m1_157,90.2,2.03,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,Match,,,Bacteria,13,96.08,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_Offshore_80m_m1_157 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured Verrucomicrobia bacterium,246,5529,246,0.877,0.56,5732063,155606,155606,23301,23301,48703,48703,11,42,0,0,0,0,42
VHDF00000000,SAMN10967018,K_Offshore_80m_m1_165,98.65,1.35,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Match,,,Bacteria,4,94.12,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_Offshore_80m_m1_165 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured soil bacterium,201,4253,201,0.891,0.61,5055027,160611,160611,25149,25149,46897,46897,11,56,0,1,0,5,62
VHDG00000000,SAMN10967019,K_Offshore_80m_m2_019,85.89,2.7,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,Match,,,Bacteria,1,74.51,7.89,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_Offshore_80m_m2_019 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium,985,4428,985,0.914,0.59,4883340,52082,52082,4958,4958,6066,6066,11,42,0,0,0,0,42
VHDH00000000,SAMN10967020,K_Offshore_80m_m2_222,93.24,1.73,Verrucomicrobia V3,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__,Match,,,Bacteria,24,92.16,5.88,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Pedosphaerales(100),Pedosphaeraceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__,Verrucomicrobiae bacterium K_Offshore_80m_m2_222 [Class],Bacteria;Verrucomicrobia;OPB35 soil group;uncultured bacterium,236,2946,236,0.909,0.61,3485016,84228,84228,14767,14767,22761,22761,11,41,0,0,0,1,42
VHCI00000000,SAMN10966995,M_DeepCast_100m_m1_317,97.95,3.08,Verrucomicrobia V4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__,Match,,,Bacteria,25,96.08,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Opitutales(100),Opitutaceae(100),Opitutus(97),unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__,Opitutus sp. M_DeepCast_100m_m1_317 [Genus],Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;uncultured bacterium,274,3230,274,0.924,0.70,3780382,109775,109775,13797,13797,25684,25684,11,42,0,0,0,2,44
VHCJ00000000,SAMN10966996,M_DeepCast_100m_m1_323,98.63,2.05,Verrucomicrobia V4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,Match,,,Bacteria,22,96.08,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Opitutales(100),Opitutaceae(100),unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,Opitutaceae bacterium M_DeepCast_100m_m1_323 [Family],Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;soil metagenome,144,3119,144,0.903,0.68,3667085,270477,270477,25466,25466,113795,113795,11,47,0,0,0,0,47
VHCL00000000,SAMN10966998,M_surface_10_m1_278,97.3,1.52,Verrucomicrobia V4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__,Match,,,Bacteria,1,96.08,3.92,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__,Opitutales bacterium M_surface_10_m1_278 [Order],Bacteria;Verrucomicrobia;Opitutae;Opitutae vadinHA64;uncultured bacterium,178,2100,178,0.926,0.68,2374465,146739,146739,13340,13340,28109,28109,11,42,0,0,0,0,42
VHCW00000000,SAMN10967009,M_DeepCast_400m_m2_235,96.62,2.39,Verrucomicrobia V4,d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__,Match,,,Bacteria,7,94.12,0,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),S-BQ2-57_soil_group(100),unclassified,unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__,Verrucomicrobiota bacterium M_DeepCast_400m_m2_235 [Phylum],Bacteria;Verrucomicrobia;S-BQ2-57 soil group;uncultured Verrucomicrobium sp.,257,4531,257,0.936,0.61,5193540,123288,123288,20208,20208,38280,38280,11,49,0,0,2,0,51
